# DATE-TIME,frame,no,ID,px,py,pz,subject
2017:11:16-14:31:31:277,724,0,,,,,
2017:11:16-14:31:31:345,725,0,,,,,
2017:11:16-14:31:31:410,726,0,,,,,
2017:11:16-14:31:31:478,727,1,,,,,
,,,0,0.16488,-0.012378,0,NOISE
2017:11:16-14:31:31:546,728,1,,,,,
,,,0,-1.252555,-0.921277,1.383307,NOISE
2017:11:16-14:31:31:613,729,1,,,,,
,,,0,-1.213497,-0.929946,1.483467,NOISE
2017:11:16-14:31:31:681,730,1,,,,,
,,,13,-1.163852,-0.945939,1.57566,HUMAN
2017:11:16-14:31:31:750,731,1,,,,,
,,,13,-1.050618,-0.946521,1.731831,HUMAN
2017:11:16-14:31:31:816,732,1,,,,,
,,,13,-0.991969,-0.966062,1.746184,HUMAN
2017:11:16-14:31:31:884,733,1,,,,,
,,,13,-0.970198,-0.96012,1.750701,HUMAN
2017:11:16-14:31:31:953,734,1,,,,,
,,,13,-0.959627,-0.94587,1.756911,HUMAN
2017:11:16-14:31:32:023,735,1,,,,,
,,,13,-0.884345,-0.947907,1.737399,HUMAN
2017:11:16-14:31:32:090,736,1,,,,,
,,,13,-0.848196,-0.929466,1.730414,HUMAN
2017:11:16-14:31:32:156,737,1,,,,,
,,,13,-0.791396,-0.944205,1.729794,HUMAN
2017:11:16-14:31:32:222,738,1,,,,,
,,,13,-0.759317,-0.936542,1.713651,HUMAN
2017:11:16-14:31:32:289,739,1,,,,,
,,,13,-0.703609,-0.937795,1.706009,HUMAN
2017:11:16-14:31:32:357,740,1,,,,,
,,,13,-0.643025,-0.942642,1.711797,HUMAN
2017:11:16-14:31:32:425,741,1,,,,,
,,,13,-0.573815,-0.973135,1.723674,HUMAN
2017:11:16-14:31:32:493,742,1,,,,,
,,,13,-0.514055,-0.966152,1.720732,HUMAN
2017:11:16-14:31:32:561,743,1,,,,,
,,,13,-0.456585,-0.969886,1.723071,HUMAN
2017:11:16-14:31:32:629,744,1,,,,,
,,,13,-0.397825,-0.986699,1.72759,HUMAN
2017:11:16-14:31:32:698,745,1,,,,,
,,,13,-0.334336,-0.999029,1.731476,HUMAN
2017:11:16-14:31:32:766,746,1,,,,,
,,,13,-0.288144,-0.975737,1.722002,HUMAN
2017:11:16-14:31:32:835,747,1,,,,,
,,,13,-0.210871,-0.967014,1.71199,HUMAN
2017:11:16-14:31:32:904,748,1,,,,,
,,,13,-0.135511,-0.965537,1.704138,HUMAN
2017:11:16-14:31:32:973,749,1,,,,,
,,,13,-0.087974,-0.96084,1.697357,HUMAN
2017:11:16-14:31:33:042,750,1,,,,,
,,,13,-0.017974,-0.965963,1.697358,HUMAN
2017:11:16-14:31:33:110,751,1,,,,,
,,,13,0.036684,-0.958413,1.694583,HUMAN
2017:11:16-14:31:33:178,752,1,,,,,
,,,13,0.104061,-0.970799,1.696481,HUMAN
2017:11:16-14:31:33:246,753,1,,,,,
,,,13,0.161532,-0.984185,1.701612,HUMAN
2017:11:16-14:31:33:314,754,1,,,,,
,,,13,0.200507,-0.982064,1.702139,HUMAN
2017:11:16-14:31:33:381,755,1,,,,,
,,,13,0.252731,-1.003786,1.694363,HUMAN
2017:11:16-14:31:33:450,756,1,,,,,
,,,13,0.310722,-1.035725,1.686884,HUMAN
2017:11:16-14:31:33:519,757,1,,,,,
,,,13,0.363271,-1.055745,1.680286,HUMAN
2017:11:16-14:31:33:588,758,1,,,,,
,,,13,0.398969,-1.075744,1.675232,HUMAN
2017:11:16-14:31:33:657,759,1,,,,,
,,,13,0.439109,-1.097984,1.677093,HUMAN
2017:11:16-14:31:33:724,760,1,,,,,
,,,13,0.492799,-1.127556,1.675061,HUMAN
2017:11:16-14:31:33:792,761,1,,,,,
,,,13,0.540067,-1.148965,1.681386,HUMAN
2017:11:16-14:31:33:858,762,1,,,,,
,,,13,0.588318,-1.170772,1.682837,HUMAN
2017:11:16-14:31:33:926,763,2,,,,,
,,,13,0.637856,-1.18998,1.681114,HUMAN
,,,0,0.181438,-0.031234,0,NOISE
2017:11:16-14:31:33:995,764,2,,,,,
,,,13,0.680626,-1.219389,1.678509,HUMAN
,,,0,0.626168,1.522362,1.668409,NOISE
2017:11:16-14:31:34:064,765,2,,,,,
,,,13,0.730862,-1.248796,1.673885,HUMAN
,,,0,0.62719,1.503999,1.659763,NOISE
2017:11:16-14:31:34:133,766,2,,,,,
,,,13,0.770237,-1.271578,1.667792,HUMAN
,,,14,0.605834,1.535211,1.592015,HUMAN
2017:11:16-14:31:34:203,767,2,,,,,
,,,13,0.821558,-1.307428,1.661082,HUMAN
,,,14,0.668763,1.34639,1.675974,HUMAN
2017:11:16-14:31:34:274,768,2,,,,,
,,,13,0.862675,-1.360945,1.659105,HUMAN
,,,14,0.662533,1.348885,1.673834,HUMAN
2017:11:16-14:31:34:344,769,2,,,,,
,,,13,0.904549,-1.412426,1.660277,HUMAN
,,,14,0.680579,1.331025,1.669964,HUMAN
2017:11:16-14:31:34:414,770,2,,,,,
,,,13,0.954522,-1.445414,1.664754,HUMAN
,,,14,0.68517,1.272991,1.688653,HUMAN
2017:11:16-14:31:34:483,771,2,,,,,
,,,13,0.989976,-1.487266,1.668223,HUMAN
,,,14,0.700428,1.224078,1.696715,HUMAN
2017:11:16-14:31:34:553,772,2,,,,,
,,,13,1.011693,-1.547181,1.670604,HUMAN
,,,14,0.713206,1.161646,1.701505,HUMAN
2017:11:16-14:31:34:624,773,2,,,,,
,,,13,1.030302,-1.598369,1.669203,HUMAN
,,,14,0.72836,1.102375,1.710132,HUMAN
2017:11:16-14:31:34:694,774,2,,,,,
,,,13,1.053367,-1.641688,1.661851,HUMAN
,,,14,0.745165,1.056239,1.71676,HUMAN
2017:11:16-14:31:34:765,775,2,,,,,
,,,13,1.069665,-1.697684,1.654745,HUMAN
,,,14,0.762516,1.014389,1.720164,HUMAN
2017:11:16-14:31:34:840,776,2,,,,,
,,,13,1.08597,-1.749363,1.649116,HUMAN
,,,14,0.769072,0.955566,1.730311,HUMAN
2017:11:16-14:31:34:909,777,2,,,,,
,,,13,1.09338,-1.809434,1.649566,HUMAN
,,,14,0.765647,0.874058,1.735112,HUMAN
2017:11:16-14:31:34:980,778,2,,,,,
,,,13,1.100977,-1.871678,1.653615,HUMAN
,,,14,0.781856,0.823024,1.735734,HUMAN
2017:11:16-14:31:35:050,779,2,,,,,
,,,13,1.102045,-1.9315,1.659178,HUMAN
,,,14,0.776672,0.784727,1.729041,HUMAN
2017:11:16-14:31:35:121,780,2,,,,,
,,,13,1.111512,-1.986618,1.66556,HUMAN
,,,14,0.781352,0.693022,1.733225,HUMAN
2017:11:16-14:31:35:192,781,2,,,,,
,,,13,1.116005,-2.04908,1.667811,HUMAN
,,,14,0.792351,0.627278,1.720412,HUMAN
2017:11:16-14:31:35:263,782,2,,,,,
,,,13,1.117005,-2.107795,1.668247,HUMAN
,,,14,0.769465,0.573025,1.720935,HUMAN
2017:11:16-14:31:35:335,783,2,,,,,
,,,13,1.117239,-2.168575,1.663414,HUMAN
,,,14,0.758301,0.505224,1.727461,HUMAN
2017:11:16-14:31:35:406,784,2,,,,,
,,,13,1.116881,-2.23633,1.657137,HUMAN
,,,14,0.738222,0.446066,1.729074,HUMAN
2017:11:16-14:31:35:476,785,2,,,,,
,,,13,1.116438,-2.302003,1.65696,HUMAN
,,,14,0.748734,0.343506,1.737798,HUMAN
2017:11:16-14:31:35:546,786,2,,,,,
,,,13,1.114628,-2.359841,1.657264,HUMAN
,,,14,0.75284,0.282078,1.740121,HUMAN
2017:11:16-14:31:35:617,787,2,,,,,
,,,13,1.117587,-2.416402,1.65991,HUMAN
,,,14,0.748106,0.237056,1.73646,HUMAN
2017:11:16-14:31:35:686,788,2,,,,,
,,,13,1.110695,-2.47739,1.666053,HUMAN
,,,14,0.734544,0.166871,1.739796,HUMAN
2017:11:16-14:31:35:756,789,2,,,,,
,,,13,1.110884,-2.537465,1.670868,HUMAN
,,,14,0.739281,0.101122,1.733372,HUMAN
2017:11:16-14:31:35:823,790,2,,,,,
,,,13,1.109952,-2.594563,1.674633,HUMAN
,,,14,0.74044,0.044939,1.728995,HUMAN
2017:11:16-14:31:35:891,791,2,,,,,
,,,13,1.105375,-2.649879,1.672882,HUMAN
,,,14,0.728979,0.001237,1.726844,HUMAN
2017:11:16-14:31:35:959,792,2,,,,,
,,,13,1.097703,-2.702478,1.667047,HUMAN
,,,14,0.720783,-0.053654,1.731582,HUMAN
2017:11:16-14:31:36:027,793,2,,,,,
,,,13,1.09331,-2.757483,1.667047,HUMAN
,,,14,0.691484,-0.102614,1.741835,HUMAN
2017:11:16-14:31:36:094,794,2,,,,,
,,,13,1.087763,-2.81179,1.667047,HUMAN
,,,14,0.674999,-0.178253,1.747529,HUMAN
2017:11:16-14:31:36:162,795,2,,,,,
,,,13,1.081892,-2.86576,1.667047,HUMAN
,,,14,0.648839,-0.233959,1.752729,HUMAN
2017:11:16-14:31:36:230,796,2,,,,,
,,,13,1.076622,-2.920187,1.667047,HUMAN
,,,14,0.624747,-0.272945,1.750884,HUMAN
2017:11:16-14:31:36:298,797,2,,,,,
,,,13,1.071059,-2.974422,1.667047,HUMAN
,,,14,0.583279,-0.316296,1.745793,HUMAN
2017:11:16-14:31:36:366,798,2,,,,,
,,,13,1.065491,-3.028632,1.667047,HUMAN
,,,14,0.559897,-0.334155,1.741191,HUMAN
2017:11:16-14:31:36:433,799,2,,,,,
,,,13,1.060024,-3.082923,1.667047,HUMAN
,,,14,0.527301,-0.369201,1.742934,HUMAN
2017:11:16-14:31:36:502,800,1,,,,,
,,,14,0.470524,-0.410953,1.747687,HUMAN
2017:11:16-14:31:36:572,801,1,,,,,
,,,14,0.427061,-0.463781,1.760667,HUMAN
2017:11:16-14:31:36:640,802,1,,,,,
,,,14,0.378901,-0.490157,1.765209,HUMAN
2017:11:16-14:31:36:709,803,1,,,,,
,,,14,0.333697,-0.519739,1.768955,HUMAN
2017:11:16-14:31:36:776,804,1,,,,,
,,,14,0.293611,-0.547331,1.772152,HUMAN
2017:11:16-14:31:36:841,805,1,,,,,
,,,14,0.242842,-0.569788,1.77176,HUMAN
2017:11:16-14:31:36:910,806,1,,,,,
,,,14,0.199912,-0.609141,1.769174,HUMAN
2017:11:16-14:31:36:979,807,1,,,,,
,,,14,0.162494,-0.635291,1.763904,HUMAN
2017:11:16-14:31:37:046,808,1,,,,,
,,,14,0.118215,-0.690275,1.765322,HUMAN
2017:11:16-14:31:37:114,809,1,,,,,
,,,14,0.073058,-0.714249,1.768841,HUMAN
2017:11:16-14:31:37:183,810,1,,,,,
,,,14,0.02232,-0.736244,1.774828,HUMAN
2017:11:16-14:31:37:251,811,1,,,,,
,,,14,-0.03087,-0.757046,1.780961,HUMAN
2017:11:16-14:31:37:318,812,1,,,,,
,,,14,-0.09396,-0.803274,1.787164,HUMAN
2017:11:16-14:31:37:386,813,1,,,,,
,,,14,-0.135399,-0.818428,1.791738,HUMAN
2017:11:16-14:31:37:453,814,1,,,,,
,,,14,-0.206148,-0.819309,1.793075,HUMAN
2017:11:16-14:31:37:519,815,1,,,,,
,,,14,-0.239981,-0.872563,1.797257,HUMAN
2017:11:16-14:31:37:587,816,1,,,,,
,,,14,-0.288427,-0.866429,1.793105,HUMAN
2017:11:16-14:31:37:656,817,1,,,,,
,,,14,-0.364321,-0.870953,1.802199,HUMAN
2017:11:16-14:31:37:723,818,1,,,,,
,,,14,-0.410015,-0.871508,1.807239,HUMAN
2017:11:16-14:31:37:791,819,1,,,,,
,,,14,-0.458214,-0.867537,1.806974,HUMAN
2017:11:16-14:31:37:858,820,1,,,,,
,,,14,-0.513746,-0.864508,1.807098,HUMAN
2017:11:16-14:31:37:925,821,1,,,,,
,,,14,-0.561631,-0.884799,1.81215,HUMAN
2017:11:16-14:31:37:992,822,1,,,,,
,,,14,-0.618655,-0.874555,1.810364,HUMAN
2017:11:16-14:31:38:061,823,1,,,,,
,,,14,-0.67216,-0.872314,1.809101,HUMAN
2017:11:16-14:31:38:130,824,1,,,,,
,,,14,-0.729828,-0.856852,1.795578,HUMAN
2017:11:16-14:31:38:199,825,1,,,,,
,,,14,-0.825384,-0.868233,1.786926,HUMAN
2017:11:16-14:31:38:267,826,1,,,,,
,,,14,-0.861278,-0.898827,1.801665,HUMAN
2017:11:16-14:31:38:336,827,1,,,,,
,,,14,-0.902618,-0.937197,1.810842,HUMAN
2017:11:16-14:31:38:403,828,1,,,,,
,,,14,-0.94082,-0.955877,1.81795,HUMAN
2017:11:16-14:31:38:470,829,1,,,,,
,,,14,-0.99056,-0.96465,1.817473,HUMAN
2017:11:16-14:31:38:539,830,1,,,,,
,,,14,-1.067548,-0.933433,1.769087,HUMAN
2017:11:16-14:31:38:606,831,1,,,,,
,,,14,-1.123001,-0.925356,1.691783,HUMAN
2017:11:16-14:31:38:679,832,1,,,,,
,,,14,-1.166491,-0.915426,1.642703,HUMAN
2017:11:16-14:31:38:760,833,1,,,,,
,,,14,-1.206291,-0.889839,1.600825,HUMAN
2017:11:16-14:31:38:826,834,1,,,,,
,,,14,-1.250982,-0.860107,1.571227,HUMAN
2017:11:16-14:31:38:894,835,1,,,,,
,,,14,-1.293642,-0.838357,1.571227,HUMAN
2017:11:16-14:31:38:961,836,1,,,,,
,,,14,-1.336026,-0.812667,1.571227,HUMAN
2017:11:16-14:31:39:029,837,1,,,,,
,,,14,-1.379271,-0.786943,1.571227,HUMAN
2017:11:16-14:31:39:098,838,1,,,,,
,,,14,-1.422034,-0.762556,1.571227,HUMAN
2017:11:16-14:31:39:165,839,2,,,,,
,,,14,-1.464831,-0.737288,1.571227,HUMAN
,,,0,8.96E+13,8.94E+13,0,NOISE
2017:11:16-14:31:39:233,840,2,,,,,
,,,14,-1.507766,-0.712162,1.571227,HUMAN
,,,0,1.155949,-2.73051,1.681403,NOISE
2017:11:16-14:31:39:300,841,2,,,,,
,,,14,-1.550598,-0.687235,1.571227,HUMAN
,,,0,1.155289,-2.710275,1.678186,NOISE
2017:11:16-14:31:39:369,842,1,,,,,
,,,15,1.15457,-2.672387,1.671723,HUMAN
2017:11:16-14:31:39:438,843,1,,,,,
,,,15,1.155118,-2.557603,1.652213,HUMAN
2017:11:16-14:31:39:507,844,1,,,,,
,,,15,1.155694,-2.518469,1.65087,HUMAN
2017:11:16-14:31:39:573,845,1,,,,,
,,,15,1.153482,-2.487651,1.651874,HUMAN
2017:11:16-14:31:39:641,846,1,,,,,
,,,15,1.151549,-2.430728,1.657166,HUMAN
2017:11:16-14:31:39:710,847,1,,,,,
,,,15,1.152865,-2.373558,1.661301,HUMAN
2017:11:16-14:31:39:778,848,1,,,,,
,,,15,1.150112,-2.314807,1.665385,HUMAN
2017:11:16-14:31:39:845,849,1,,,,,
,,,15,1.148246,-2.258391,1.667404,HUMAN
2017:11:16-14:31:39:913,850,1,,,,,
,,,15,1.151424,-2.191847,1.6676,HUMAN
2017:11:16-14:31:39:981,851,1,,,,,
,,,15,1.15563,-2.127443,1.661686,HUMAN
2017:11:16-14:31:40:049,852,1,,,,,
,,,15,1.162536,-2.063277,1.651801,HUMAN
2017:11:16-14:31:40:117,853,1,,,,,
,,,15,1.162932,-1.997042,1.646442,HUMAN
2017:11:16-14:31:40:186,854,1,,,,,
,,,15,1.172462,-1.937419,1.645337,HUMAN
2017:11:16-14:31:40:255,855,1,,,,,
,,,15,1.181476,-1.872182,1.651926,HUMAN
2017:11:16-14:31:40:324,856,1,,,,,
,,,15,1.185149,-1.805187,1.657481,HUMAN
2017:11:16-14:31:40:395,857,1,,,,,
,,,15,1.183954,-1.749321,1.666793,HUMAN
2017:11:16-14:31:40:464,858,1,,,,,
,,,15,1.175851,-1.682185,1.668748,HUMAN
2017:11:16-14:31:40:531,859,1,,,,,
,,,15,1.181215,-1.624819,1.673629,HUMAN
2017:11:16-14:31:40:598,860,1,,,,,
,,,15,1.178133,-1.554183,1.664684,HUMAN
2017:11:16-14:31:40:667,861,1,,,,,
,,,15,1.169279,-1.488054,1.655003,HUMAN
2017:11:16-14:31:40:738,862,1,,,,,
,,,15,1.156498,-1.426904,1.646661,HUMAN
2017:11:16-14:31:40:807,863,1,,,,,
,,,15,1.140265,-1.365594,1.644205,HUMAN
2017:11:16-14:31:40:876,864,1,,,,,
,,,15,1.130856,-1.287832,1.649249,HUMAN
2017:11:16-14:31:40:946,865,1,,,,,
,,,15,1.125185,-1.219205,1.658878,HUMAN
2017:11:16-14:31:41:015,866,1,,,,,
,,,15,1.115874,-1.154173,1.662568,HUMAN
2017:11:16-14:31:41:083,867,1,,,,,
,,,15,1.109095,-1.083474,1.662392,HUMAN
2017:11:16-14:31:41:152,868,1,,,,,
,,,15,1.100148,-1.027333,1.660596,HUMAN
2017:11:16-14:31:41:220,869,1,,,,,
,,,15,1.096745,-0.969124,1.657966,HUMAN
2017:11:16-14:31:41:289,870,1,,,,,
,,,15,1.088161,-0.900323,1.64589,HUMAN
2017:11:16-14:31:41:356,871,1,,,,,
,,,15,1.087182,-0.822964,1.63536,HUMAN
2017:11:16-14:31:41:426,872,1,,,,,
,,,15,1.093797,-0.767511,1.633502,HUMAN
2017:11:16-14:31:41:494,873,1,,,,,
,,,15,1.090489,-0.679523,1.634026,HUMAN
2017:11:16-14:31:41:564,874,1,,,,,
,,,15,1.085915,-0.632332,1.640603,HUMAN
2017:11:16-14:31:41:633,875,1,,,,,
,,,15,1.079451,-0.565861,1.642763,HUMAN
2017:11:16-14:31:41:701,876,1,,,,,
,,,15,1.054686,-0.496114,1.638335,HUMAN
2017:11:16-14:31:41:767,877,1,,,,,
,,,15,1.050912,-0.440779,1.638233,HUMAN
2017:11:16-14:31:41:835,878,1,,,,,
,,,15,1.035692,-0.395942,1.634549,HUMAN
2017:11:16-14:31:41:905,879,1,,,,,
,,,15,1.011746,-0.314776,1.626773,HUMAN
2017:11:16-14:31:41:972,880,1,,,,,
,,,15,1.005986,-0.251582,1.624583,HUMAN
2017:11:16-14:31:42:042,881,1,,,,,
,,,15,0.977767,-0.183548,1.625423,HUMAN
2017:11:16-14:31:42:112,882,2,,,,,
,,,15,0.944671,-0.09418,1.62587,HUMAN
,,,0,0.170186,-0.051719,0,NOISE
2017:11:16-14:31:42:181,883,2,,,,,
,,,15,0.941382,-0.036688,1.635813,HUMAN
,,,0,-1.467416,-0.668371,1.564047,NOISE
2017:11:16-14:31:42:248,884,2,,,,,
,,,15,0.91963,0.001875,1.645182,HUMAN
,,,0,-1.450167,-0.678565,1.563383,NOISE
2017:11:16-14:31:42:318,885,2,,,,,
,,,15,0.901878,0.075796,1.654169,HUMAN
,,,16,-1.369023,-0.744659,1.633561,HUMAN
2017:11:16-14:31:42:388,886,2,,,,,
,,,15,0.887771,0.130205,1.655587,HUMAN
,,,16,-1.117,-0.932708,1.798784,HUMAN
2017:11:16-14:31:42:456,887,2,,,,,
,,,15,0.862648,0.215534,1.628285,HUMAN
,,,16,-1.117216,-0.9294,1.801581,HUMAN
2017:11:16-14:31:42:526,888,2,,,,,
,,,15,0.871249,0.264537,1.621225,HUMAN
,,,16,-1.119411,-0.927979,1.811984,HUMAN
2017:11:16-14:31:42:594,889,2,,,,,
,,,15,0.864252,0.312553,1.615654,HUMAN
,,,16,-1.082914,-0.927817,1.819973,HUMAN
2017:11:16-14:31:42:664,890,2,,,,,
,,,15,0.847607,0.386747,1.614556,HUMAN
,,,16,-1.046363,-0.947706,1.826922,HUMAN
2017:11:16-14:31:42:734,891,2,,,,,
,,,15,0.855974,0.447749,1.619231,HUMAN
,,,16,-0.999766,-0.940871,1.827099,HUMAN
2017:11:16-14:31:42:804,892,2,,,,,
,,,15,0.836945,0.531808,1.617811,HUMAN
,,,16,-0.951655,-0.895749,1.805061,HUMAN
2017:11:16-14:31:42:874,893,2,,,,,
,,,15,0.837107,0.566338,1.634798,HUMAN
,,,16,-0.899298,-0.884254,1.798506,HUMAN
2017:11:16-14:31:42:945,894,2,,,,,
,,,15,0.822765,0.642923,1.632596,HUMAN
,,,16,-0.834387,-0.873813,1.792965,HUMAN
2017:11:16-14:31:43:015,895,2,,,,,
,,,15,0.823481,0.714708,1.620214,HUMAN
,,,16,-0.789965,-0.858833,1.789839,HUMAN
2017:11:16-14:31:43:084,896,2,,,,,
,,,15,0.821743,0.76571,1.610489,HUMAN
,,,16,-0.682587,-0.86119,1.798462,HUMAN
2017:11:16-14:31:43:152,897,2,,,,,
,,,15,0.829292,0.823654,1.601449,HUMAN
,,,16,-0.615631,-0.864657,1.804662,HUMAN
2017:11:16-14:31:43:221,898,2,,,,,
,,,15,0.803055,0.896391,1.581495,HUMAN
,,,16,-0.570102,-0.861777,1.809719,HUMAN
2017:11:16-14:31:43:289,899,2,,,,,
,,,15,0.808524,0.984398,1.544218,HUMAN
,,,16,-0.517529,-0.856295,1.807811,HUMAN
2017:11:16-14:31:43:355,900,2,,,,,
,,,15,0.777749,1.015457,1.550594,HUMAN
,,,16,-0.459291,-0.851306,1.805526,HUMAN
2017:11:16-14:31:43:422,901,2,,,,,
,,,15,0.780434,1.0979,1.575111,HUMAN
,,,16,-0.382057,-0.860653,1.801952,HUMAN
2017:11:16-14:31:43:489,902,2,,,,,
,,,15,0.776341,1.198182,1.595576,HUMAN
,,,16,-0.33222,-0.878697,1.800257,HUMAN
2017:11:16-14:31:43:558,903,2,,,,,
,,,15,0.798483,1.174852,1.568366,HUMAN
,,,16,-0.295301,-0.883553,1.788507,HUMAN
2017:11:16-14:31:43:625,904,2,,,,,
,,,15,0.777852,1.237841,1.521388,HUMAN
,,,16,-0.256783,-0.889192,1.77969,HUMAN
2017:11:16-14:31:43:694,905,2,,,,,
,,,15,0.769058,1.286394,1.465289,HUMAN
,,,16,-0.188197,-0.915988,1.78307,HUMAN
2017:11:16-14:31:43:764,906,2,,,,,
,,,15,0.77933,1.328392,1.419995,HUMAN
,,,16,-0.141642,-0.929991,1.785988,HUMAN
2017:11:16-14:31:43:831,907,2,,,,,
,,,15,0.774435,1.401577,1.500485,HUMAN
,,,16,-0.089171,-0.941673,1.784716,HUMAN
2017:11:16-14:31:43:899,908,2,,,,,
,,,15,0.763523,1.402305,1.506125,HUMAN
,,,16,-0.012842,-0.96127,1.786948,HUMAN
2017:11:16-14:31:43:968,909,2,,,,,
,,,15,0.69395,1.468373,1.419557,HUMAN
,,,16,0.035333,-0.980607,1.787567,HUMAN
2017:11:16-14:31:44:035,910,2,,,,,
,,,15,0.66549,1.515033,1.419557,HUMAN
,,,16,0.081188,-0.974671,1.782905,HUMAN
2017:11:16-14:31:44:104,911,1,,,,,
,,,16,0.130539,-0.983987,1.772418,HUMAN
2017:11:16-14:31:44:172,912,1,,,,,
,,,16,0.194022,-0.998882,1.766667,HUMAN
2017:11:16-14:31:44:239,913,1,,,,,
,,,16,0.275318,-1.02387,1.76558,HUMAN
2017:11:16-14:31:44:308,914,1,,,,,
,,,16,0.323034,-1.022195,1.760372,HUMAN
2017:11:16-14:31:44:377,915,1,,,,,
,,,16,0.387234,-1.040971,1.765741,HUMAN
2017:11:16-14:31:44:446,916,1,,,,,
,,,16,0.456201,-1.059773,1.770798,HUMAN
2017:11:16-14:31:44:514,917,1,,,,,
,,,16,0.514181,-1.087926,1.777521,HUMAN
2017:11:16-14:31:44:583,918,1,,,,,
,,,16,0.577197,-1.107649,1.775904,HUMAN
2017:11:16-14:31:44:652,919,1,,,,,
,,,16,0.614974,-1.134802,1.774563,HUMAN
2017:11:16-14:31:44:720,920,1,,,,,
,,,16,0.6515,-1.164617,1.768274,HUMAN
2017:11:16-14:31:44:789,921,1,,,,,
,,,16,0.688431,-1.191648,1.760873,HUMAN
2017:11:16-14:31:44:858,922,1,,,,,
,,,16,0.729488,-1.230884,1.756215,HUMAN
2017:11:16-14:31:44:925,923,1,,,,,
,,,16,0.754059,-1.267378,1.755627,HUMAN
2017:11:16-14:31:44:993,924,1,,,,,
,,,16,0.781794,-1.303141,1.754846,HUMAN
2017:11:16-14:31:45:061,925,1,,,,,
,,,16,0.821462,-1.345833,1.757831,HUMAN
2017:11:16-14:31:45:131,926,1,,,,,
,,,16,0.84894,-1.385285,1.76032,HUMAN
2017:11:16-14:31:45:199,927,1,,,,,
,,,16,0.869303,-1.433264,1.758335,HUMAN
2017:11:16-14:31:45:268,928,1,,,,,
,,,16,0.905167,-1.484009,1.761544,HUMAN
2017:11:16-14:31:45:335,929,1,,,,,
,,,16,0.944303,-1.525515,1.754371,HUMAN
2017:11:16-14:31:45:405,930,1,,,,,
,,,16,0.971128,-1.568126,1.746412,HUMAN
2017:11:16-14:31:45:474,931,1,,,,,
,,,16,1.005143,-1.613294,1.743248,HUMAN
2017:11:16-14:31:45:545,932,1,,,,,
,,,16,1.038671,-1.656404,1.740788,HUMAN
2017:11:16-14:31:45:616,933,1,,,,,
,,,16,1.076889,-1.71625,1.744576,HUMAN
2017:11:16-14:31:45:685,934,1,,,,,
,,,16,1.102351,-1.770368,1.748059,HUMAN
2017:11:16-14:31:45:757,935,1,,,,,
,,,16,1.122603,-1.825493,1.750349,HUMAN
2017:11:16-14:31:45:828,936,1,,,,,
,,,16,1.137455,-1.885968,1.750519,HUMAN
2017:11:16-14:31:45:899,937,1,,,,,
,,,16,1.155204,-1.939106,1.751571,HUMAN
2017:11:16-14:31:45:968,938,1,,,,,
,,,16,1.160492,-1.993775,1.745828,HUMAN
2017:11:16-14:31:46:036,939,2,,,,,
,,,16,1.164801,-2.040513,1.738952,HUMAN
,,,0,0.180763,-0.091636,0,NOISE
2017:11:16-14:31:46:106,940,2,,,,,
,,,16,1.161518,-2.094169,1.734948,HUMAN
,,,0,0.783242,1.509742,1.318404,NOISE
2017:11:16-14:31:46:175,941,2,,,,,
,,,16,1.148157,-2.157596,1.736504,HUMAN
,,,0,0.709112,1.521158,1.2361,NOISE
2017:11:16-14:31:46:246,942,2,,,,,
,,,16,1.138469,-2.211398,1.739577,HUMAN
,,,17,0.708602,1.534206,1.316112,HUMAN
2017:11:16-14:31:46:315,943,2,,,,,
,,,16,1.127884,-2.285948,1.744681,HUMAN
,,,17,0.569762,1.523119,1.360294,HUMAN
2017:11:16-14:31:46:385,944,2,,,,,
,,,16,1.120829,-2.348388,1.753213,HUMAN
,,,17,0.552985,1.508508,1.352951,HUMAN
2017:11:16-14:31:46:457,945,2,,,,,
,,,16,1.128068,-2.400424,1.757365,HUMAN
,,,17,0.639046,1.409521,1.363804,HUMAN
2017:11:16-14:31:46:528,946,2,,,,,
,,,16,1.128497,-2.459205,1.755132,HUMAN
,,,17,0.677458,1.357973,1.43265,HUMAN
2017:11:16-14:31:46:597,947,2,,,,,
,,,16,1.134844,-2.518922,1.750616,HUMAN
,,,17,0.741087,1.275911,1.488127,HUMAN
2017:11:16-14:31:46:666,948,2,,,,,
,,,16,1.136619,-2.570184,1.745475,HUMAN
,,,17,0.756468,1.325142,1.544668,HUMAN
2017:11:16-14:31:46:736,949,2,,,,,
,,,16,1.126217,-2.650057,1.745554,HUMAN
,,,17,0.753551,1.270021,1.553134,HUMAN
2017:11:16-14:31:46:806,950,2,,,,,
,,,16,1.139179,-2.709774,1.744781,HUMAN
,,,17,0.765935,1.216376,1.574362,HUMAN
2017:11:16-14:31:46:876,951,2,,,,,
,,,16,1.148803,-2.765218,1.74904,HUMAN
,,,17,0.776339,1.159814,1.581633,HUMAN
2017:11:16-14:31:46:947,952,2,,,,,
,,,16,1.156839,-2.818826,1.753848,HUMAN
,,,17,0.750123,1.094338,1.577309,HUMAN
2017:11:16-14:31:47:015,953,2,,,,,
,,,16,1.167046,-2.875082,1.753848,HUMAN
,,,17,0.738927,1.024084,1.594441,HUMAN
2017:11:16-14:31:47:083,954,2,,,,,
,,,16,1.176335,-2.930185,1.753848,HUMAN
